5.386e+05 5.923e-01 1.491e+00 2.415e+00
1.518e+05 9.882e-02 2.094e-01 5.858e-01
7.776e+05 4.867e-01 1.013e+00 2.160e+00
4.731e+05 2.672e-01 5.893e-01 1.184e+00
5.661e+05 8.052e-01 1.984e+00 3.473e+00
3.387e+05 2.455e-01 5.290e-01 7.551e-01
4.045e+05 2.184e-01 4.644e-01 9.551e-01
2.018e+05 1.515e-01 3.160e-01 7.424e-01
2.995e+05 2.946e-01 6.420e-01 1.249e+00
6.451e+05 8.251e-01 2.383e+00 3.262e+00
4.176e+05 3.713e-01 7.221e-01 1.373e+00
8.444e+05 6.840e-01 1.757e+00 2.817e+00
6.545e+05 6.867e-01 1.757e+00 2.880e+00
2.696e+05 2.108e-01 4.661e-01 6.958e-01
3.526e+05 4.842e-01 1.303e+00 2.245e+00
3.824e+05 3.275e-01 6.753e-01 1.299e+00
5.765e+05 7.144e-01 1.776e+00 2.851e+00
7.900e+05 5.694e-01 1.187e+00 2.414e+00
5.581e+05 7.211e-01 1.841e+00 2.590e+00
3.111e+05 5.210e-01 5.081e-01 1.057e+00
5.082e+05 2.359e-01 4.932e-01 1.082e+00
9.442e+05 8.655e-01 2.139e+00 3.394e+00
1.924e+05 1.458e-01 3.096e-01 4.826e-01
4.469e+05 3.691e-01 1.053e+00 1.455e+00
9.494e+05 7.521e-01 1.897e+00 3.045e+00
8.252e+05 8.580e-01 2.116e+00 3.332e+00
7.725e+05 7.628e-01 1.909e+00 3.135e+00
5.321e+05 7.831e-01 1.991e+00 3.169e+00
4.269e+05 5.844e-01 1.196e+00 2.440e+00
5.416e+05 5.480e-01 1.130e+00 2.315e+00
7.943e+05 7.961e-01 1.977e+00 3.253e+00
7.820e+04 1.042e-02 2.719e-02 3.730e-02
2.487e+05 2.214e-01 4.595e-01 9.673e-01
3.985e+05 5.372e-01 1.092e+00 2.247e+00
1.897e+05 1.414e-01 2.957e-01 7.206e-01
7.291e+05 4.756e-01 9.901e-01 2.084e+00
5.714e+05 6.959e-01 1.444e+00 2.747e+00
4.312e+05 6.170e-01 1.537e+00 2.519e+00
4.244e+05 5.739e-01 1.498e+00 2.132e+00
7.121e+05 9.318e-01 2.238e+00 3.947e+00
3.868e+05 2.423e-01 5.052e-01 1.051e+00
6.028e+05 7.535e-01 1.885e+00 2.993e+00
1.145e+06 9.478e-01 2.332e+00 3.639e+00
8.023e+05 7.380e-01 1.868e+00 2.670e+00
4.751e+05 5.778e-01 1.466e+00 2.385e+00
5.406e+05 8.022e-01 2.012e+00 3.195e+00
5.940e+05 4.158e-01 8.695e-01 1.869e+00
8.724e+05 7.737e-01 1.919e+00 2.686e+00
4.897e+05 6.600e-01 1.615e+00 2.618e+00
4.613e+05 6.731e-01 1.655e+00 2.663e+00
5.379e+05 2.785e-01 8.585e-01 8.875e-01
2.922e+05 3.701e-01 1.019e+00 1.399e+00
5.979e+05 3.750e-01 7.792e-01 1.744e+00
5.945e+05 4.621e-01 9.646e-01 1.744e+00
6.253e+05 8.692e-01 2.393e+00 3.389e+00
6.353e+05 5.201e-01 1.069e+00 1.892e+00
3.724e+05 4.787e-01 1.208e+00 1.690e+00
4.939e+05 3.981e-01 1.144e+00 1.617e+00
3.584e+05 4.792e-01 1.268e+00 1.797e+00
2.443e+05 1.466e-01 3.061e-01 4.575e-01
1.994e+05 1.258e-01 2.663e-01 7.018e-01
3.120e+05 5.279e-01 9.425e-01 2.086e+00
3.233e+05 1.824e-01 3.839e-01 5.567e-01
1.711e+05 9.366e-02 2.007e-01 6.362e-01
3.556e+05 2.452e-01 5.051e-01 1.029e+00
3.571e+05 2.498e-01 5.398e-01 1.087e+00
6.104e+05 2.643e-01 5.485e-01 1.099e+00
3.599e+05 5.010e-01 1.025e+00 2.138e+00
2.584e+05 2.736e-01 5.698e-01 1.129e+00
2.062e+05 2.136e-01 4.406e-01 9.516e-01
7.671e+05 6.509e-01 1.336e+00 2.606e+00
9.380e+05 9.863e-01 2.315e+00 3.955e+00
9.032e+05 6.516e-01 1.763e+00 2.490e+00
3.447e+05 4.316e-01 1.189e+00 1.619e+00
1.012e+06 9.542e-01 2.263e+00 3.899e+00
3.539e+05 2.585e-01 5.371e-01 8.042e-01
2.355e+05 2.678e-01 8.251e-01 8.454e-01
2.371e+05 2.635e-01 8.160e-01 1.115e+00
4.624e+05 6.131e-01 1.286e+00 2.647e+00
4.140e+05 3.560e-01 1.028e+00 1.413e+00
7.416e+05 8.999e-01 2.207e+00 3.474e+00
3.090e+05 4.252e-01 8.783e-01 1.597e+00
1.683e+05 9.228e-02 4.639e-01 3.004e-01
3.299e+05 3.199e-01 5.925e-01 1.195e+00
2.219e+05 1.609e-01 3.406e-01 8.497e-01
6.144e+05 6.966e-01 1.767e+00 2.425e+00
2.723e+05 3.270e-01 9.718e-01 1.317e+00
8.646e+05 9.994e-01 2.475e+00 3.779e+00
8.443e+05 8.914e-01 2.632e+00 3.493e+00
4.394e+05 1.955e-01 4.123e-01 6.174e-01
7.850e+05 8.092e-01 1.996e+00 3.192e+00
2.538e+05 3.456e-01 6.685e-01 1.286e+00
4.822e+05 5.904e-01 1.504e+00 2.432e+00
3.494e+05 3.507e-01 7.260e-01 1.382e+00
1.132e+06 7.640e-01 1.971e+00 3.085e+00
2.708e+05 2.403e-01 5.021e-01 1.073e+00
9.598e+05 7.993e-01 1.974e+00 3.152e+00
1.031e+05 2.950e-02 6.673e-02 9.652e-02
5.956e+05 8.770e-01 2.135e+00 3.425e+00
1.254e+05 6.064e-02 1.295e-01 1.959e-01
